age,state,education_level,employment_type,employment_stability_months,monthly_income,monthly_rent,monthly_cashflow,rent_payment_consistency,utility_payment_consistency,phone_payment_consistency,insurance_payment_consistency,num_subscriptions,subscription_payment_consistency,minimum_bank_balance,monthly_savings,savings_goal_completion_rate,p2p_monthly_volume,risky_p2p_ratio,monthly_overdrafts,credit_score,loan_approval
23,CA,graduate,gig,2,16618,699,15327,0.992,1.0,1.0,1.0,5,0.676,7306,4125,0.709,664,0.237,0,631,No
23,IL,bachelors,gig,3,27135,810,25644,1.0,1.0,0.918,0.925,8,0.87,10877,6587,0.711,207,0.374,0,611,No
20,NC,some_college,gig,4,27395,791,26384,1.0,0.996,0.958,1.0,7,0.948,10312,10553,0.694,228,0.157,0,613,No
20,OH,high_school,gig,2,21520,1033,20245,0.737,0.801,0.892,0.783,4,0.573,5424,5839,0.357,788,0.131,0,562,No
21,MO,some_college,part_time,5,22250,441,21589,0.762,0.91,0.839,0.659,3,0.917,9900,5642,0.358,1326,0.343,0,594,No
25,MO,graduate,part_time,6,28728,849,26947,0.92,0.941,1.0,1.0,8,0.79,9715,10778,1.0,1529,0.178,0,677,Yes
23,MO,bachelors,part_time,2,20972,640,19824,0.843,0.98,0.987,0.966,3,0.898,6788,4443,0.699,1039,0.313,0,626,No
23,MA,some_college,part_time,6,26756,1118,25100,0.808,0.909,0.939,0.798,7,0.749,7514,10040,0.603,1146,0.235,0,636,No
19,NC,high_school,part_time,11,26174,762,25414,0.928,1.0,1.0,0.85,7,0.715,9928,5930,0.404,1355,0.236,0,630,Yes
24,CA,bachelors,part_time,10,17363,1184,15714,1.0,0.866,0.816,1.0,1,0.887,2974,3392,0.38,330,0.32,0,638,No
20,FL,graduate,part_time,12,15483,1064,13893,0.833,0.711,0.682,0.805,6,0.902,4093,4426,0.846,374,0.129,0,628,Yes
19,OH,graduate,part_time,3,18023,666,16921,0.791,0.936,0.911,0.591,7,0.876,5535,3470,0.474,1140,0.118,0,608,No
18,MI,graduate,part_time,11,15076,734,13449,0.711,0.833,0.752,0.876,1,0.978,3113,4777,0.52,447,0.393,0,615,No
20,IN,some_college,part_time,6,29605,851,28660,0.76,0.855,0.814,0.833,0,0.968,12329,11418,0.569,1913,0.193,0,624,Yes
20,OH,graduate,part_time,4,29749,502,29162,0.941,1.0,0.913,0.888,7,0.964,9352,8667,0.563,238,0.301,0,614,Yes
21,VA,high_school,full_time,16,28009,813,26835,0.723,0.868,0.875,0.826,1,0.924,4965,9759,0.975,1153,0.273,0,661,Yes
22,OH,graduate,full_time,29,20248,538,19042,0.817,0.855,0.855,0.925,6,0.541,3181,4305,0.489,1248,0.217,0,663,Yes
18,TX,some_college,full_time,21,23643,442,22472,0.823,0.849,0.819,0.644,2,0.82,8789,7496,0.395,620,0.215,0,632,Yes
24,IN,some_college,full_time,23,27100,920,25362,0.848,0.908,0.922,0.655,7,0.975,11319,9589,0.5,416,0.249,0,652,Yes
21,MI,high_school,full_time,12,29750,1105,27788,0.702,0.624,0.648,0.855,6,0.913,7780,11115,0.527,290,0.28,0,618,No
22,AZ,bachelors,full_time,26,18356,1069,16550,0.976,0.951,0.93,1.0,4,0.921,3796,6534,0.642,21,0.288,0,673,Yes
21,FL,high_school,full_time,13,16155,1052,14522,0.764,0.851,0.808,0.677,8,0.664,6995,3835,0.637,1905,0.309,0,645,No
19,OH,graduate,full_time,28,27468,522,25942,1.0,1.0,0.937,1.0,2,0.759,4414,8293,0.406,77,0.35,0,667,Yes
24,PA,graduate,full_time,33,25081,779,23872,0.877,0.958,1.0,0.747,3,0.884,9216,5035,0.13,312,0.202,0,665,No
18,MI,some_college,full_time,14,21411,789,20066,0.902,0.82,0.748,0.725,7,0.513,6041,8026,0.861,589,0.267,0,648,No
24,WI,high_school,full_time,22,23487,947,21890,0.988,1.0,0.978,0.836,0,0.572,4254,5656,0.446,1152,0.118,0,668,Yes
18,CA,high_school,self_employed,22,24234,958,22651,0.96,1.0,0.95,0.942,6,0.641,8113,7076,0.774,1398,0.247,0,643,No
20,GA,bachelors,self_employed,15,22441,949,21600,0.758,0.799,0.707,0.842,6,1.0,9303,6307,0.297,1649,0.19,0,609,Yes
21,OH,bachelors,self_employed,9,21590,528,20406,1.0,0.976,0.982,0.887,7,0.722,5754,5935,0.477,816,0.14,0,648,No
21,MA,bachelors,self_employed,21,29313,1146,27432,0.919,0.998,1.0,0.884,4,0.607,5639,6231,0.546,615,0.371,0,641,No
23,IN,graduate,self_employed,20,24038,560,23464,0.873,1.0,1.0,0.985,3,0.693,8415,6296,0.684,1153,0.331,0,654,Yes
24,PA,some_college,self_employed,4,20185,879,18815,1.0,0.996,0.962,0.925,0,0.838,7793,4166,0.148,1765,0.361,0,605,Yes
21,MI,some_college,self_employed,7,27182,554,26202,1.0,0.959,1.0,0.966,7,0.738,9814,7138,0.306,1150,0.148,0,632,No
24,NC,graduate,self_employed,2,17593,975,16481,0.976,1.0,0.934,1.0,2,0.955,3151,3458,0.648,968,0.214,0,628,No
23,MA,some_college,self_employed,5,22224,998,20298,1.0,1.0,1.0,1.0,5,0.994,9244,4409,0.215,614,0.303,0,609,Yes
21,TX,bachelors,self_employed,12,25391,728,23473,0.842,0.987,0.892,1.0,6,0.996,6590,6177,0.534,1065,0.371,0,635,Yes
21,MA,bachelors,self_employed,2,26477,713,25552,1.0,0.951,0.998,0.921,7,0.83,6615,5310,0.639,1897,0.287,0,619,No
25,NC,high_school,self_employed,4,21226,797,20079,0.979,0.929,0.886,1.0,6,0.704,5362,8031,0.931,1131,0.158,0,629,Yes
23,CA,high_school,unemployed,0,29114,921,27632,1.0,1.0,0.902,1.0,1,0.589,4934,9477,0.528,178,0.359,0,587,No
19,NJ,graduate,unemployed,0,17559,996,15796,1.0,0.882,0.868,0.884,2,0.6,6563,3479,0.196,1948,0.127,0,583,No
24,TN,some_college,unemployed,0,20249,1040,18621,1.0,1.0,0.901,1.0,2,0.735,7481,6479,0.912,906,0.155,0,604,No
21,OH,high_school,unemployed,1,26468,526,25175,0.775,0.721,0.671,0.869,6,0.818,8673,8821,0.705,584,0.165,0,564,No
22,TX,some_college,unemployed,1,19611,1172,18312,0.725,0.723,0.687,0.804,6,0.54,7439,6940,0.465,1524,0.302,0,552,No
19,MA,bachelors,unemployed,1,24325,668,23089,0.843,0.937,0.975,0.829,4,0.882,5936,9235,0.614,1202,0.151,0,588,No
24,PA,graduate,unemployed,0,22596,875,21564,0.757,0.832,0.735,0.617,0,0.937,8732,6369,0.813,305,0.22,0,583,No
21,TN,graduate,unemployed,1,16553,416,15924,0.76,0.711,0.756,0.734,6,0.579,6603,6369,0.667,389,0.246,0,573,No
25,FL,bachelors,unemployed,0,25908,461,24881,0.727,0.674,0.635,0.662,4,0.571,7918,8050,0.477,1004,0.104,0,558,No
24,IN,some_college,unemployed,1,25020,524,24043,0.813,0.88,0.962,0.866,7,0.532,7108,7315,0.434,668,0.306,0,577,No
22,OH,bachelors,gig,4,24093,1897,21904,1.0,1.0,0.904,1.0,3,0.854,8018,8761,0.649,1153,0.241,0,621,Yes
20,IN,high_school,gig,1,25217,1858,22455,0.896,0.927,0.839,0.786,7,0.695,5243,8813,0.912,745,0.354,0,588,No
23,MO,graduate,gig,2,28514,2471,25512,0.758,0.69,0.711,0.852,5,0.802,8864,10204,0.888,1961,0.377,0,592,No
21,GA,bachelors,gig,1,23577,2232,20939,1.0,0.977,0.97,0.979,4,0.602,5630,4338,0.501,863,0.124,0,617,No
20,FL,bachelors,gig,2,24729,2109,22441,1.0,0.987,0.997,0.857,7,0.642,8060,6299,0.272,107,0.36,0,587,Yes
24,NJ,graduate,gig,0,24013,1252,22685,0.858,0.806,0.733,1.0,4,0.662,9051,4760,0.427,1480,0.315,0,591,No
19,TX,some_college,gig,1,23565,1534,21068,1.0,1.0,0.979,1.0,6,0.672,4026,6323,0.338,852,0.293,0,592,No
21,NC,high_school,gig,1,22348,1525,19576,0.791,0.658,0.6,0.791,0,0.821,8027,6257,0.365,1553,0.17,0,561,No
24,TN,bachelors,gig,2,15315,2244,12510,0.709,0.774,0.69,0.713,1,0.52,5006,3155,0.554,14,0.205,0,579,No
24,WI,high_school,gig,2,18486,1511,16149,0.813,0.829,0.753,0.793,2,0.917,6955,4264,0.346,1838,0.178,0,583,Yes
24,NY,high_school,gig,1,18352,1578,16068,0.855,0.737,0.767,0.882,4,0.916,6464,6427,0.991,739,0.239,0,599,No
21,CA,bachelors,part_time,8,23373,1248,21295,0.787,0.691,0.775,0.811,7,0.973,6230,6001,0.854,1232,0.326,0,631,Yes
21,CA,high_school,part_time,11,16272,2462,14068,1.0,1.0,0.974,0.876,4,0.965,3922,4155,0.632,326,0.129,0,654,No
23,CA,graduate,part_time,11,16246,1773,13960,0.819,0.679,0.707,0.936,2,0.631,6970,5584,0.98,419,0.136,0,648,Yes
25,TX,high_school,part_time,11,17860,1229,16049,0.99,0.976,0.89,0.941,8,0.637,2799,5469,0.42,1416,0.146,0,647,Yes
24,IL,graduate,part_time,5,28606,2153,26380,1.0,1.0,0.905,1.0,1,0.98,11811,9957,0.886,415,0.341,0,640,No
25,MD,high_school,part_time,3,28276,1203,26683,1.0,0.981,0.975,0.949,3,0.858,10540,7247,0.296,752,0.237,0,618,Yes
20,IL,graduate,part_time,10,20254,1910,18074,0.932,0.894,0.88,0.833,4,0.574,7125,7229,0.905,835,0.208,0,650,Yes
23,MO,graduate,part_time,10,25575,2155,23028,1.0,0.899,0.831,0.856,8,0.959,11376,5440,0.378,1295,0.35,0,645,No
21,AZ,high_school,part_time,6,28511,2011,25285,1.0,1.0,1.0,0.996,8,0.552,4311,10114,0.899,337,0.322,0,661,Yes
23,GA,graduate,part_time,2,23985,2008,21400,0.931,1.0,1.0,0.929,7,0.578,8591,8310,0.906,1829,0.338,0,641,No
22,OH,bachelors,part_time,2,18962,2031,16060,0.917,0.796,0.786,0.886,0,0.516,3533,3957,0.658,146,0.12,0,617,Yes
18,NJ,bachelors,full_time,26,26433,2423,23506,0.855,0.768,0.674,0.845,7,0.818,8670,8692,1.0,1023,0.196,0,654,Yes
19,TN,bachelors,full_time,16,21925,2402,19101,1.0,0.964,0.883,1.0,1,0.737,6865,4216,0.576,1465,0.289,0,669,Yes
25,MO,bachelors,full_time,20,15562,1861,13408,1.0,1.0,0.989,0.872,6,0.547,5526,4670,0.802,57,0.381,0,676,No
24,NC,high_school,full_time,6,28128,2297,24807,0.934,0.994,1.0,0.814,7,0.647,5592,6761,0.444,224,0.306,0,652,Yes
18,NY,graduate,full_time,23,21345,1561,19352,0.821,0.738,0.664,0.846,7,0.614,6049,7260,0.997,207,0.149,0,652,Yes
23,IN,high_school,full_time,25,28014,2080,24786,1.0,0.96,1.0,0.943,6,0.737,6546,8410,0.632,133,0.126,0,673,No
21,CA,high_school,full_time,5,29854,1481,27928,0.765,0.786,0.709,0.658,8,0.687,6833,6052,0.607,379,0.275,0,600,No
20,VA,high_school,full_time,10,27232,2000,24954,0.724,0.81,0.807,0.599,4,0.793,4157,9981,0.582,1885,0.173,0,619,No
25,WA,some_college,full_time,28,18508,1402,16483,0.921,0.959,0.909,0.887,2,0.929,3583,6430,0.767,148,0.27,0,675,Yes
21,NY,graduate,full_time,33,28565,1737,26599,1.0,0.863,0.808,0.851,6,0.514,10040,10639,0.734,1241,0.351,0,667,Yes
24,WI,some_college,full_time,16,25584,1522,23729,0.909,0.908,0.882,0.821,0,0.709,8148,8924,0.918,1582,0.292,0,670,Yes
22,MI,bachelors,self_employed,12,28702,2296,25602,1.0,0.991,1.0,1.0,8,0.962,9516,9351,0.775,961,0.201,0,661,Yes
19,NC,bachelors,self_employed,10,19122,2488,16021,1.0,1.0,1.0,0.906,5,0.954,6115,4600,0.458,1691,0.2,0,639,Yes
21,MI,some_college,self_employed,8,27588,2455,24444,0.776,0.832,0.859,0.815,5,0.602,7967,8067,0.43,1480,0.363,0,603,No
23,GA,bachelors,self_employed,2,17999,2217,14971,0.857,0.922,1.0,0.683,8,0.671,4075,3263,0.211,771,0.344,0,593,No
22,IN,bachelors,self_employed,3,23110,2131,20664,0.927,0.837,0.889,0.743,7,0.798,6769,6131,0.365,370,0.137,0,604,Yes
19,PA,bachelors,self_employed,9,23986,2296,20766,1.0,1.0,0.957,0.892,0,0.946,7674,4204,0.307,1278,0.316,0,621,Yes
22,PA,some_college,self_employed,17,24054,1924,21380,0.709,0.734,0.829,0.559,6,0.602,8055,8552,0.555,1516,0.284,0,606,No
24,WI,graduate,self_employed,5,18620,1695,16286,0.766,0.668,0.611,0.905,1,0.502,6542,5029,0.834,1739,0.216,0,594,No
25,WI,graduate,self_employed,21,22250,1507,19975,1.0,0.857,0.925,0.882,7,0.718,9179,5704,0.284,1039,0.285,0,643,Yes
19,WA,some_college,self_employed,9,24846,1973,22039,0.783,0.727,0.814,0.841,3,0.857,10423,6498,0.816,1967,0.107,0,617,Yes
18,VA,bachelors,self_employed,20,21371,2370,18776,0.852,0.85,0.783,0.91,6,0.545,4840,4828,0.434,532,0.244,0,616,No
18,GA,high_school,unemployed,0,21249,1946,19139,0.736,0.861,0.848,0.628,8,0.525,3692,7655,0.772,600,0.142,0,565,No
19,MD,high_school,unemployed,0,18798,1388,16825,0.962,1.0,1.0,1.0,8,0.735,5206,4071,0.194,1968,0.159,0,579,No
20,MO,graduate,unemployed,0,23748,1454,21984,1.0,1.0,1.0,0.958,2,0.623,3624,8793,0.96,1051,0.344,0,602,No
25,WI,some_college,unemployed,1,17554,1470,15572,1.0,1.0,0.913,0.854,3,0.727,6373,5891,0.554,1241,0.326,0,599,Yes
25,IN,graduate,unemployed,0,26100,2008,23222,0.887,0.931,0.838,0.927,6,0.876,8013,7011,0.606,1023,0.138,0,607,No
22,WA,graduate,unemployed,0,16892,2437,13931,0.85,0.812,0.871,0.91,3,0.875,3626,5485,0.938,921,0.36,0,596,No
21,MA,some_college,unemployed,1,17331,1233,15302,0.801,0.771,0.691,0.622,3,0.732,4761,3256,0.694,1837,0.292,0,560,No
24,WI,high_school,unemployed,0,29533,2087,26670,0.818,0.914,0.915,1.0,0,0.967,12125,8530,0.551,396,0.193,0,583,Yes
22,IN,some_college,unemployed,1,15981,1250,14506,0.849,0.833,0.821,0.822,7,0.673,3962,4235,0.765,1199,0.137,0,578,No
19,MA,bachelors,unemployed,1,17512,1973,14837,0.993,1.0,0.927,1.0,3,0.547,4643,4430,0.322,620,0.104,0,582,No
24,OH,bachelors,gig,3,23962,4827,18668,0.7,0.57,0.6,0.825,7,0.894,5169,7467,0.599,1377,0.248,0,574,No
23,MD,bachelors,gig,1,28936,4420,24124,0.923,1.0,1.0,0.814,5,0.763,10137,9649,0.854,1397,0.184,0,623,Yes
25,TN,bachelors,gig,1,19459,3844,15837,1.0,1.0,1.0,0.986,4,0.901,4422,6334,0.833,1729,0.335,0,624,Yes
19,AZ,bachelors,gig,3,26425,4720,20972,0.997,0.973,1.0,0.959,1,0.621,8903,8388,0.898,1587,0.194,0,618,No
24,VA,bachelors,gig,4,22752,2625,19874,0.747,0.668,0.635,0.678,6,0.794,6179,7949,0.672,1250,0.341,0,572,No
19,CA,high_school,gig,5,16649,2836,13975,0.76,0.739,0.776,0.703,2,0.996,2507,3415,0.269,1727,0.21,0,562,No
18,FL,bachelors,gig,4,17706,3768,13827,0.716,0.74,0.759,0.85,0,0.911,3677,3352,0.419,1004,0.132,0,571,No
22,WI,graduate,gig,3,17271,2766,13376,1.0,0.897,0.892,0.944,7,0.803,6160,2782,0.627,1361,0.149,0,614,Yes
22,GA,graduate,gig,3,25706,4142,20745,1.0,1.0,0.922,0.85,3,0.731,9279,4339,0.154,1792,0.135,0,610,Yes
22,MD,bachelors,gig,1,27621,3862,22765,0.796,0.79,0.721,0.734,8,0.865,6650,8588,0.992,1343,0.11,0,607,No
24,WA,graduate,part_time,1,18056,4538,12494,1.0,1.0,1.0,1.0,5,0.873,6540,4555,1.0,1539,0.27,0,647,Yes
22,NJ,graduate,part_time,6,21812,2881,18511,0.759,0.875,0.847,0.879,7,0.979,9208,7037,0.711,1578,0.103,0,653,Yes
18,OH,some_college,part_time,1,16713,4477,11299,0.759,0.813,0.903,0.741,8,0.695,5157,3927,0.951,402,0.23,0,597,No
22,MI,high_school,part_time,5,23827,4369,19179,0.833,0.805,0.75,0.753,6,0.965,10108,6754,0.543,645,0.35,0,597,No
18,WA,bachelors,part_time,9,28381,3439,24428,0.806,0.815,0.878,0.982,7,0.619,4276,5177,0.17,1645,0.182,0,616,No
22,TN,high_school,part_time,11,27597,4958,21668,1.0,0.914,0.854,0.972,1,0.928,11802,6440,0.73,362,0.264,0,645,Yes
21,PA,high_school,part_time,5,22862,2584,20078,1.0,1.0,1.0,0.924,4,0.836,6279,8031,0.622,335,0.208,0,626,No
19,CA,high_school,part_time,8,16248,3137,13123,1.0,0.87,0.872,1.0,2,0.557,4636,3023,0.62,1596,0.26,0,632,No
19,IL,bachelors,part_time,9,20836,2876,17746,0.855,0.762,0.73,0.981,0,0.955,7003,7098,0.96,129,0.149,0,634,Yes
25,NJ,high_school,part_time,2,27407,3939,22432,1.0,1.0,1.0,1.0,8,0.888,7420,5425,0.556,990,0.332,0,625,Yes
25,NJ,graduate,part_time,1,24133,4375,19053,0.957,0.867,0.85,1.0,7,0.594,7753,3892,0.507,762,0.295,0,626,Yes
20,MD,high_school,full_time,13,28812,2893,25398,0.754,0.753,0.817,0.57,5,0.56,11330,10071,0.876,503,0.194,0,636,Yes
22,WA,bachelors,full_time,26,25892,3060,21787,1.0,0.934,0.9,0.837,8,0.682,7754,8380,0.713,53,0.394,0,678,Yes
19,NC,high_school,full_time,31,20939,2964,17336,1.0,0.945,0.954,0.832,3,0.791,3636,3679,0.311,1557,0.265,0,650,Yes
22,FL,bachelors,full_time,7,29849,4762,24665,1.0,1.0,1.0,1.0,6,0.546,7461,9502,0.553,193,0.385,0,664,Yes
23,NC,high_school,full_time,27,21651,4719,16062,0.764,0.895,0.889,0.847,5,0.584,7459,5497,0.905,1291,0.344,0,656,Yes
21,MD,bachelors,full_time,16,21683,2521,18774,1.0,1.0,0.969,1.0,8,0.619,6047,6633,0.64,1689,0.258,0,688,Yes
22,AZ,high_school,full_time,25,19413,3520,15309,0.802,0.834,0.758,0.702,6,0.795,7261,5707,0.792,1667,0.292,0,645,Yes
21,WA,high_school,full_time,8,19095,2690,16178,0.753,0.669,0.658,0.843,0,0.826,6972,6471,0.508,219,0.202,0,626,Yes
23,IN,graduate,full_time,12,20326,4183,16115,0.972,0.955,0.953,0.947,2,0.603,5202,6446,1.0,1356,0.173,0,666,Yes
24,NY,high_school,full_time,6,22595,3149,18961,0.999,1.0,1.0,1.0,1,0.941,4342,5116,0.495,28,0.242,0,662,Yes
21,TN,bachelors,self_employed,22,22362,3322,18074,1.0,0.931,0.941,1.0,7,0.952,3469,4674,0.509,448,0.396,0,644,No
23,NC,high_school,self_employed,23,23552,3543,19756,1.0,1.0,0.949,1.0,6,0.51,7540,7902,0.645,579,0.176,0,648,Yes
20,PA,high_school,self_employed,10,25281,4535,19908,1.0,0.948,0.987,1.0,5,0.501,5259,4521,0.338,1565,0.227,0,621,No
23,WI,graduate,self_employed,4,16574,4056,12650,0.779,0.702,0.605,0.62,5,0.678,6259,4213,0.662,882,0.387,0,582,No
21,MA,some_college,self_employed,20,21729,2679,18381,0.865,1.0,0.902,0.829,8,0.721,4144,7067,0.6,198,0.111,0,641,Yes
25,NJ,high_school,self_employed,7,29632,3356,26305,1.0,1.0,0.955,1.0,4,0.896,9217,9398,0.871,90,0.243,0,651,Yes
18,AZ,some_college,self_employed,7,28796,4505,23672,1.0,0.88,0.891,0.811,3,0.962,6718,7262,0.523,730,0.326,0,616,Yes
18,IL,some_college,self_employed,3,25933,3627,22310,1.0,0.92,0.944,0.847,2,0.598,5516,5201,0.443,1355,0.235,0,591,No
21,PA,graduate,self_employed,7,21007,3727,16903,0.975,1.0,0.917,0.86,6,0.504,5511,5633,0.777,1828,0.226,0,654,Yes
19,NC,some_college,self_employed,7,22120,3439,18410,0.985,1.0,0.99,1.0,5,0.943,4362,7364,0.82,1161,0.165,0,650,Yes
22,CA,some_college,self_employed,5,20172,3565,15835,0.779,0.717,0.724,0.803,1,0.937,3723,5916,0.988,470,0.321,0,591,No
20,MO,some_college,self_employed,4,15865,4621,11227,1.0,1.0,1.0,0.904,0,0.754,5268,4490,0.645,1131,0.125,0,617,Yes
20,OH,graduate,unemployed,1,15721,4251,11209,0.756,0.843,0.835,0.953,2,0.812,2695,4261,0.788,1510,0.328,0,576,No
18,CA,high_school,unemployed,1,27541,2547,24539,1.0,1.0,1.0,1.0,2,0.879,10806,8501,0.442,389,0.244,0,582,No
23,PA,high_school,unemployed,1,15937,4977,10956,1.0,0.944,0.977,0.915,8,0.823,5988,2905,0.281,1664,0.144,0,582,No
19,IN,bachelors,unemployed,1,17467,3219,13640,0.949,0.811,0.761,1.0,0,0.754,5068,2878,0.151,1355,0.178,0,561,No
22,WA,graduate,unemployed,1,23684,3114,20534,0.925,0.846,0.903,1.0,4,0.756,10591,6003,0.314,635,0.346,0,584,No
18,AZ,high_school,unemployed,0,25240,4424,20016,0.783,0.756,0.761,0.609,5,0.893,3914,7127,0.794,1922,0.357,0,556,No
18,IN,bachelors,unemployed,0,17005,4104,12416,0.75,0.766,0.766,0.756,0,0.631,6291,4966,0.886,1121,0.385,0,565,No
21,NC,graduate,unemployed,1,23656,2762,20763,0.797,0.849,0.81,0.66,6,0.81,5643,5039,0.528,1371,0.3,0,573,No
24,IN,bachelors,unemployed,1,27394,3034,23487,0.872,0.754,0.843,0.975,7,0.937,10864,6409,0.835,798,0.147,0,599,No
18,VA,some_college,unemployed,0,18057,4151,13102,0.836,0.891,0.906,0.945,0,0.834,5253,3628,0.729,1767,0.187,0,583,No
29,NC,some_college,gig,4,2938,1114,1272,0.633,0.774,0.858,0.821,0,0.837,246,92,0.228,149,0.172,3,525,No
29,MD,bachelors,gig,2,3496,938,2199,0.626,0.689,0.733,0.644,3,0.903,456,49,0.172,465,0.258,3,529,No
29,OH,high_school,gig,7,2293,1007,487,0.697,0.587,0.68,0.535,0,0.941,310,88,0.635,129,0.249,4,536,Yes
32,CA,high_school,gig,7,3395,965,2533,0.865,0.777,0.68,0.798,0,0.793,283,262,0.237,611,0.257,3,555,No
33,WI,bachelors,gig,5,2340,1146,1007,0.548,0.615,0.6,0.589,0,0.941,276,98,0.262,177,0.14,3,523,No
34,FL,bachelors,gig,4,3109,1190,1355,0.716,0.633,0.678,0.758,7,0.671,163,47,0.368,99,0.151,3,533,No
27,NJ,bachelors,gig,6,2291,862,1424,0.635,0.508,0.6,0.687,0,0.848,310,104,0.159,208,0.382,3,532,No
31,AZ,graduate,gig,1,2286,904,1166,0.674,0.761,0.836,0.682,1,0.558,143,227,0.101,21,0.383,2,532,No
32,CA,high_school,gig,3,2614,1022,1146,0.655,0.71,0.696,0.629,3,0.55,176,62,0.348,182,0.116,1,529,No
33,WI,some_college,gig,4,2669,1181,815,0.584,0.592,0.6,0.575,0,0.558,214,112,0.454,114,0.334,3,550,No
34,AZ,some_college,gig,2,3308,941,1913,0.518,0.439,0.6,0.64,1,0.527,386,215,0.342,48,0.252,2,574,No
26,MD,bachelors,part_time,16,3263,863,1752,0.823,0.794,0.822,0.659,6,0.883,350,164,0.356,303,0.349,3,587,Yes
28,MD,graduate,part_time,8,2896,774,1618,0.599,0.548,0.6,0.5,0,0.886,401,230,0.46,438,0.158,4,553,No
29,AZ,some_college,part_time,16,2402,1199,864,0.662,0.68,0.6,0.531,0,0.995,233,85,0.0,213,0.392,2,559,No
34,NJ,some_college,part_time,2,3283,633,2245,0.768,0.799,0.895,0.927,3,0.949,334,368,0.365,17,0.351,4,548,No
27,NJ,graduate,part_time,15,2091,1045,611,0.512,0.603,0.6,0.564,5,0.772,135,100,0.087,140,0.215,4,548,No
29,AZ,graduate,part_time,10,1830,915,850,0.539,0.638,0.6,0.5,3,0.904,148,71,0.423,61,0.176,1,559,No
35,IN,bachelors,part_time,14,3430,1191,2361,0.609,0.728,0.81,0.5,2,0.739,248,3,0.215,444,0.28,1,592,No
32,TX,high_school,part_time,4,2831,606,2026,0.767,0.862,0.888,0.91,0,0.524,160,267,0.331,285,0.124,2,568,No
33,IN,some_college,part_time,16,2635,1192,947,0.578,0.603,0.602,0.618,6,0.813,145,87,0.267,138,0.105,2,564,No
26,WA,some_college,part_time,3,3262,859,2180,0.805,0.779,0.863,0.998,2,0.672,344,50,0.27,640,0.348,3,554,No
27,CA,bachelors,full_time,16,3375,1196,1202,0.659,0.666,0.629,0.54,1,0.985,235,136,0.0,67,0.386,4,557,No
32,MA,high_school,full_time,48,2022,878,970,0.504,0.609,0.612,0.5,1,0.539,134,92,0.021,216,0.171,2,573,No
34,FL,graduate,full_time,24,2974,753,1266,0.576,0.56,0.633,0.58,4,0.632,163,304,0.699,165,0.114,4,580,Yes
27,NY,bachelors,full_time,17,2683,682,1896,0.595,0.506,0.6,0.5,1,0.699,277,439,0.707,511,0.3,4,572,No
27,FL,some_college,full_time,20,2806,1003,849,0.751,0.68,0.665,0.901,8,0.67,373,166,0.504,112,0.17,3,596,Yes
27,AZ,bachelors,full_time,35,2855,581,2096,0.512,0.43,0.6,0.503,0,0.746,343,285,0.354,412,0.304,1,579,No
33,CA,some_college,full_time,48,2283,814,363,0.646,0.497,0.6,0.592,1,0.829,153,20,0.022,86,0.148,3,574,Yes
34,WA,bachelors,full_time,41,2716,507,1640,0.728,0.798,0.888,0.764,2,0.536,290,134,0.102,233,0.326,3,599,No
30,MO,bachelors,full_time,44,2281,840,1525,0.847,0.983,0.992,0.934,0,0.925,296,362,0.591,117,0.299,2,652,Yes
30,WI,bachelors,full_time,8,3127,533,1936,0.635,0.706,0.756,0.713,1,0.824,245,218,0.253,468,0.389,2,578,Yes
31,MA,graduate,full_time,45,2166,640,661,0.656,0.565,0.6,0.669,7,0.637,277,159,0.22,160,0.299,2,592,No
28,IN,graduate,full_time,31,3077,988,1584,0.699,0.803,0.807,0.756,8,0.788,305,296,0.549,272,0.195,3,617,Yes
31,CA,bachelors,self_employed,24,1906,953,244,0.765,0.876,0.811,0.906,5,0.843,203,1,0.0,35,0.37,2,570,No
28,MD,graduate,self_employed,17,2872,802,1259,0.658,0.55,0.616,0.804,3,0.817,181,167,0.312,137,0.337,2,565,No
35,IL,graduate,self_employed,13,2011,748,419,0.604,0.66,0.6,0.566,8,0.881,245,97,0.273,120,0.203,3,565,No
29,FL,bachelors,self_employed,23,2503,942,453,0.589,0.737,0.714,0.5,8,0.855,217,2,0.1,132,0.179,2,562,No
33,NC,bachelors,self_employed,36,3383,1096,2363,0.59,0.498,0.6,0.723,8,0.912,194,491,0.665,613,0.245,2,564,Yes
29,VA,high_school,self_employed,29,2351,438,1180,0.584,0.526,0.604,0.574,7,0.554,312,59,0.0,88,0.21,4,566,No
34,MA,graduate,self_employed,14,1999,643,1359,0.841,0.704,0.76,0.823,2,0.849,228,37,0.325,405,0.126,3,588,No
27,MO,graduate,self_employed,13,3225,1005,2161,0.524,0.594,0.6,0.68,7,0.503,277,126,0.126,571,0.357,4,528,No
34,AZ,graduate,self_employed,35,3457,1194,1484,0.523,0.471,0.6,0.5,6,0.896,328,164,0.1,85,0.141,3,545,No
30,MD,bachelors,self_employed,24,2908,1047,1643,0.669,0.628,0.614,0.5,4,0.589,182,393,0.725,42,0.344,4,557,No
26,VA,bachelors,unemployed,0,1887,559,465,0.756,0.782,0.695,0.685,3,0.566,259,102,0.638,83,0.361,2,525,No
34,MO,graduate,unemployed,2,2217,1048,489,0.795,0.85,0.942,0.991,4,0.926,227,46,0.243,125,0.143,2,551,No
